broken year,industry,location,funded status,survival time,cause of failure
2016,Game,Shanghai,Angel Round,2132,no investor interest
2016,E-Commerce,Beijing,Series A,2101,pricing/cost issue
2016,Transportation,Beijing,Series A,1887,get outcompeted
2016,Enterprise Service,Beijing,Angel Round,2010,no market need
2016,Transportation,Shaanxi,Angel Round,2010,get outcompeted
2016,Entertainment,Guangdong,No Funding,1887,product mistimed
2016,Travel,Beijing,Acquired,2101,get outcompeted
2016,Game,Fujian,No Funding,2132,no investor interest
2016,Game,Fujian,No Funding,2132,no investor interest
2016,Entertainment,Beijing,Angel Round,2071,no market need
2016,E-Commerce,Zhejiang,Angel Round,1979,no market need
2016,Marketing,Guangdong,Series B,1948,ignore customers
2016,Travel,Beijing,Angel Round,2101,pricing/cost issue
2016,Social Media,Sichuan,No Funding,1918,no business model
2016,Hardware,Guangdong,Series A,1918,pricing/cost issue
2016,Game,Shanghai,No Funding,2010,lose focus
2016,Enterprise Service,Guangdong,No Funding,2132,get outcompeted
2016,Hardware,Overseas,Series B,2071,burn out
2016,Enterprise Service,Guangdong,No Funding,2132,pricing/cost issue
2016,E-Commerce,Beijing,Series A,1887,pricing/cost issue
2016,Education,Beijing,Series A,2191,ignore customers
2016,Tool,Beijing,Angel Round,2071,no market need
2016,Enterprise Service,Shanghai,Series B,2071,no market need
2016,Tool,Beijing,Angel Round,1918,no investor interest
2016,Local Business,Beijing,Series A,2010,get outcompeted
2016,Entertainment,Beijing,Angel Round,2160,poor marketing
2016,Game,Beijing,Series A,2191,get outcompeted
2016,Enterprise Service,Shanghai,No Funding,1887,no business model
2016,Local Business,Shanghai,Series A,720,burn out
2016,E-Commerce,Shanghai,No Funding,682,no market need
2016,E-Commerce,Shanghai,Angel Round,740,no market need
2016,Tool,Beijing,Angel Round,740,no business model
2016,Transportation,Beijing,Series C,1101,burn out
2016,Logistics,Shanghai,Pre-A Round,1466,poor marketing
2016,Social Media,Beijing,Angel Round,1101,no market need
2016,Travel,Guangdong,Angel Round,1101,no business model
2016,E-Commerce,Beijing,No Funding,2135,no business model
2016,Transportation,Shanghai,Series A,740,no market need
2016,E-Commerce,Beijing,Angel Round,458,no market need
2016,Real Estate,Beijing,Series A,1219,ran out of cash
2016,Entertainment,Jiangsu,No Funding,1105,no business model
2016,Social Media,Shanghai,Series A,1832,no market need
2016,Local Business,Shanghai,Series A,1832,founder
2016,Tool,Beijing,No Funding,915,no business model
2016,Tool,Shanghai,Angel Round,740,no market need
2016,Finance,Beijing,No Funding,860,no market need
2016,Health,Hubei,No Funding,769,no business model
2016,Health,Beijing,No Funding,769,no business model
2016,Health,Beijing,No Funding,798,no business model
2016,Entertainment,Beijing,No Funding,1741,no business model
2016,Local Business,Guangdong,No Funding,768,no market need
2016,E-Commerce,Shanghai,No Funding,949,no business model
2016,Enterprise Service,Shanghai,No Funding,1221,no business model
2016,Transportation,Shanghai,No Funding,734,product mistimed
2016,Tool,Beijing,No Funding,794,get outcompeted
2016,Finance,Shandong,No Funding,1220,no business model
2016,Transportation,Beijing,Angel Round,794,failure to pivot
2016,E-Commerce,Liaoning,No Funding,1190,get outcompeted
2016,Education,Beijing,Angel Round,1310,no business model
2016,Entertainment,Beijing,No Funding,641,get outcompeted
2016,Tool,Zhejiang,No Funding,1310,no business model
2016,Tool,Zhejiang,No Funding,1310,no business model
2016,Finance,Guangdong,No Funding,764,no business model
2016,Enterprise Service,Shanghai,No Funding,1036,no business model
2016,Sports,Beijing,No Funding,520,no business model
2016,Enterprise Service,Beijing,No Funding,885,failure to pivot
2016,New Industry,Sichuan,No Funding,1278,no business model
2016,Finance,Shanghai,No Funding,1005,supervision
2016,Travel,Henan,No Funding,1615,no business model
2016,Logistics,Shanghai,No Funding,913,no business model
2016,Enterprise Service,Shanghai,No Funding,854,no business model
2016,Social Media,Beijing,No Funding,854,product mistimed
2016,Local Business,Shandong,No Funding,974,pivot gone bad
2016,Finance,Beijing,No Funding,853,no business model
2016,Finance,Beijing,No Funding,943,supervision
2016,Game,Sichuan,Angel Round,1888,no business model
2016,Enterprise Service,Guangdong,No Funding,943,no business model
2016,Tool,Beijing,No Funding,884,no market need
2016,Entertainment,Shanghai,No Funding,943,pivot gone bad
2016,E-Commerce,Guangxi,No Funding,943,no market need
2016,E-Commerce,Guangxi,No Funding,974,no market need
2016,Local Business,Shanghai,No Funding,1126,no business model
2016,Entertainment,Beijing,No Funding,1126,no business model
2016,E-Commerce,Guangdong,No Funding,1245,no business model
2016,Game,Beijing,No Funding,3496,no business model
2016,Marketing,Beijing,No Funding,1092,get outcompeted
2016,Hardware,Jiangsu,Series A,1122,no business model
2016,Finance,Shanghai,No Funding,3829,no business model
2016,Health,Jiangsu,Angel Round,1030,get outcompeted
2016,Education,Beijing,No Funding,1853,product mistimed
2016,Health,Beijing,No Funding,1302,no business model
2016,Tool,Beijing,No Funding,1728,no business model
2016,Game,Sichuan,No Funding,1636,no business model
2016,E-Commerce,Beijing,No Funding,785,no business model
2016,Health,Beijing,No Funding,1301,no business model
2016,Health,Beijing,Angel Round,905,pricing/cost issue
2016,Enterprise Service,Jiangsu,No Funding,1270,poor product
2016,Transportation,Zhejiang,No Funding,1301,get outcompeted
2016,E-Commerce,Liaoning,No Funding,935,no business model
2016,Enterprise Service,Shanghai,No Funding,2975,lose focus
2016,Local Business,Fujian,Series A,1119,no business model
2016,Social Media,Guangdong,No Funding,3036,no business model
2016,Social Media,Beijing,No Funding,2337,lose focus
2016,Transportation,Jiangsu,No Funding,1180,no business model
2016,Entertainment,Beijing,No Funding,1269,lose focus
2016,Sports,Beijing,No Funding,1941,no business model
2016,Finance,Beijing,No Funding,1088,no business model
2016,Social Media,Shanghai,Angel Round,1180,no business model
2016,Game,Beijing,Acquired,1206,no business model
2016,Local Business,Beijing,Angel Round,780,no market need
2016,Enterprise Service,Beijing,Angel Round,780,no market need
2016,Travel,Beijing,No Funding,658,no business model
2016,Social Media,Beijing,Angel Round,643,no market need
2016,Finance,Beijing,Series A,1130,no business model
2016,Local Business,Shanghai,Series A,1800,no business model
2016,Transportation,Beijing,Series B,1831,get outcompeted
2016,Health,Shanghai,Series A,857,no market need
2016,E-Commerce,Beijing,Angel Round,947,get outcompeted
2016,E-Commerce,Guangdong,Series A,765,no business model
2016,Social Media,Beijing,Angel Round,643,no market need
2016,Local Business,Shanghai,Series A,1100,get outcompeted
2016,Game,Shanghai,No Funding,1130,get outcompeted
2016,Hardware,Beijing,Series A+,1130,not the right team
2016,Education,Shanghai,Angel Round,643,product mistimed
2016,Hardware,Beijing,Series A,1100,pricing/cost issue
2016,Hardware,Beijing,Series A,1281,product mistimed
2016,Travel,Beijing,Angel Round,431,no market need
2016,Enterprise Service,Anhui,Pre-A Round,704,get outcompeted
2016,Travel,Zhejiang,Series A,1130,no business model
2016,Health,Beijing,Angel Round,1191,no business model
2016,Travel,Sichuan,Angel Round,1038,get outcompeted
2016,Entertainment,Beijing,Series A,1100,no market need
2016,E-Commerce,Beijing,Series B,1008,burn out
2016,Entertainment,Beijing,Angel Round,339,product mistimed
2016,New Industry,Guangdong,No Funding,1191,ran out of cash
2016,Education,Beijing,Series A,1100,get outcompeted
2016,Hardware,Shanghai,Angel Round,1281,no market need
2016,Local Business,Zhejiang,Series B,673,no market need
2016,Finance,Shanghai,Series A,431,no business model
2016,Finance,Zhejiang,Series A,551,product mistimed
2016,Finance,Beijing,Series A,673,supervision
2016,Travel,Shanghai,Series A,735,founder
2016,Entertainment,Beijing,Angel Round,1038,lose focus
2016,Social Media,Beijing,Angel Round,673,no market need
2016,Social Media,Beijing,Angel Round,1130,no market need
2016,Local Business,Beijing,Series B,643,no investor interest
2016,Local Business,Beijing,Series A,704,burn out
2016,Finance,Beijing,Angel Round,459,supervision
2016,Social Media,Beijing,Angel Round,671,no business model
2016,Entertainment,Zhejiang,Angel Round,763,product mistimed
2016,Tool,Beijing,Series A,1067,no business model
2016,Entertainment,Guangdong,Angel Round,1159,pivot gone bad
2016,Entertainment,Beijing,No Funding,1735,no market need
2016,Social Media,Beijing,Series A,1102,legal challenges
2016,Tool,Beijing,Angel Round,1466,no business model
2016,Entertainment,Beijing,Acquired,1466,pivot gone bad
2016,E-Commerce,Beijing,No Funding,517,no market need
2016,Social Media,Shanghai,Series A,1466,no market need
2016,Enterprise Service,Beijing,No Funding,1461,pivot gone bad
2016,Entertainment,Beijing,Angel Round,1102,no business model
2016,Finance,Guangdong,Strategic,340,supervision
2016,Entertainment,Beijing,Angel Round,288,get outcompeted
2016,Local Business,Beijing,Angel Round,1101,no market need
2016,Health,Shanghai,No Funding,182,no business model
2016,Logistics,Hunan,Series A,365,product mistimed
2016,E-Commerce,Beijing,Angel Round,1831,no market need
2016,Travel,Shanghai,Series B,1466,no market need
2016,Entertainment,Zhejiang,Angel Round,1401,no market need
2016,Social Media,Beijing,Angel Round,761,no market need
2015,Enterprise Service,Beijing,Series B,2404,ran out of cash
2015,Real Estate,Beijing,Series A,2312,get outcompeted
2015,E-Commerce,Beijing,No Funding,2039,lose focus
2015,Tool,Beijing,Series C,2039,lose focus
2015,Tool,Beijing,Series C,2039,lose focus
2015,Social Media,Shanghai,Series B,2039,no market need
2015,Tool,Beijing,Acquired,2524,pivot gone bad
2015,Social Media,Overseas,Acquired,1886,no market need
2015,E-Commerce,Shanghai,Series B,2374,pricing/cost issue
2015,Transportation,Shanghai,No Funding,1947,no business model
2015,Local Business,Beijing,Angel Round,1978,poor marketing
2015,E-Commerce,Shanghai,Series B,2100,pricing/cost issue
2015,Tool,Shanghai,No Funding,2190,get outcompeted
2015,Finance,Guangdong,Series A,2404,no business model
2015,New Industry,Overseas,Acquired,2555,poor product
2015,E-Commerce,Guangdong,Series B,2131,get outcompeted
2015,Game,Shanghai,Series A,2100,get outcompeted
2015,Social Media,Beijing,Angel Round,2070,no market need
2015,Game,Beijing,Series A,2131,get outcompeted
2015,Local Business,Zhejiang,No Funding,1886,get outcompeted
2015,Travel,Zhejiang,No Funding,2190,get outcompeted
2015,Education,Beijing,Series A,1947,pricing/cost issue
2015,Hardware,Zhejiang,No Funding,1947,no investor interest
2015,Education,Beijing,Series A,1917,lose focus
2015,Finance,Shanghai,Angel Round,2374,supervision
2015,Health,Beijing,No Funding,1856,no business model
2015,E-Commerce,Shanghai,Series A,2070,ignore customers
2015,Social Media,Guangdong,Series A,2131,pivot gone bad
2015,Finance,Sichuan,Acquired,1917,supervision
2015,Social Media,Shanghai,Series A,2039,pivot gone bad
2015,Marketing,Zhejiang,No Funding,1856,failure to pivot
2015,Game,Guangdong,No Funding,2496,get outcompeted
2015,Game,Guangdong,Series A,2282,get outcompeted
2015,Local Business,Shanghai,Angel Round,1856,no market need
2015,Logistics,Beijing,Series A,2555,product mistimed
2015,E-Commerce,Beijing,Angel Round,2190,no investor interest
2015,Entertainment,Shanghai,Series A,1886,no investor interest
2015,Local Business,Shanghai,Angel Round,2496,get outcompeted
2015,Education,Zhejiang,Series A,2343,no business model
2015,Social Media,Beijing,No Funding,2435,no business model
2015,E-Commerce,Beijing,Angel Round,1978,get outcompeted
2015,Education,Shanghai,Angel Round,2465,poor product
2015,E-Commerce,Shanghai,No Funding,2100,get outcompeted
2015,E-Commerce,Shanghai,Series A,1978,pricing/cost issue
2015,E-Commerce,Guangdong,Series A,1917,pricing/cost issue
2015,Social Media,Beijing,Angel Round,1917,no market need
2015,Entertainment,Guangdong,No Funding,2343,no market need
2015,Logistics,Guangdong,No Funding,1978,pivot gone bad
2015,Travel,Beijing,Acquired,1466,get outcompeted
2015,E-Commerce,Beijing,Angel Round,1100,pricing/cost issue
2015,Real Estate,Guangdong,No Funding,647,no business model
2015,Local Business,Guangdong,No Funding,1346,no business model
2015,Social Media,Beijing,No Funding,1283,no business model
2015,Tool,Beijing,No Funding,1009,no business model
2015,E-Commerce,Heilongjiang,No Funding,736,no business model
2015,Social Media,Beijing,No Funding,1375,no business model
2015,E-Commerce,Sichuan,No Funding,825,no business model
2015,Education,Beijing,Angel Round,1066,no market need
2015,Local Business,Guangdong,No Funding,944,no business model
2015,Transportation,Zhejiang,No Funding,1066,failure to pivot
2015,Real Estate,Guangdong,No Funding,943,get outcompeted
2015,Health,Shanghai,No Funding,1188,no business model
2015,Social Media,Beijing,No Funding,852,product mistimed
2015,Entertainment,Fujian,No Funding,1979,no business model
2015,Tool,Zhejiang,No Funding,1034,no business model
2015,Local Business,Anhui,No Funding,1126,no business model
2015,Education,Guangdong,No Funding,1826,no business model
2015,Finance,Guangdong,No Funding,1034,no business model
2015,E-Commerce,Beijing,No Funding,852,no business model
2015,Education,Jiangsu,No Funding,941,get outcompeted
2015,Travel,Beijing,No Funding,1399,no business model
2015,Social Media,Beijing,No Funding,821,no business model
2015,Social Media,Shanghai,No Funding,634,no market need
2015,Enterprise Service,Hubei,Angel Round,1183,no investor interest
2015,Hardware,Guangdong,Series B,1488,pricing/cost issue
2015,Local Business,Guangdong,Angel Round,634,ran out of cash
2015,Marketing,Zhejiang,No Funding,999,no business model
2015,Social Media,Sichuan,Angel Round,1304,no market need
2015,Tool,Beijing,No Funding,2368,no business model
2015,Tool,Shanghai,No Funding,5687,no business model
2015,Social Media,Beijing,No Funding,1091,no business model
2015,Local Business,Beijing,No Funding,848,no business model
2015,Game,Beijing,No Funding,695,no business model
2015,Finance,Beijing,No Funding,848,no business model
2015,Finance,Beijing,No Funding,938,no business model
2015,Game,Beijing,No Funding,937,no business model
2015,Tool,Shanghai,Angel Round,878,no market need
2015,Game,Hunan,No Funding,1303,pivot gone bad
2015,Enterprise Service,Beijing,No Funding,2217,no business model
2015,E-Commerce,Beijing,No Funding,1364,no business model
2015,Game,Shanghai,No Funding,694,no business model
2015,Game,Shanghai,No Funding,694,no business model
2015,Local Business,Beijing,No Funding,2367,no business model
2015,Entertainment,Guangdong,Angel Round,694,poor marketing
2015,Tool,Guangdong,No Funding,725,no business model
2015,Finance,Shanghai,No Funding,878,no business model
2015,Tool,Zhejiang,No Funding,6204,no business model
2015,Tool,Beijing,No Funding,1029,no business model
2015,Finance,Shanghai,No Funding,1547,no business model
2015,Tool,Beijing,No Funding,1242,product mistimed
2015,Social Media,Shanghai,No Funding,2124,no business model
2015,Finance,Beijing,Series B,1271,product mistimed
2015,Local Business,Beijing,No Funding,1150,no business model
2015,Local Business,Shanghai,No Funding,785,product mistimed
2015,Finance,Hunan,No Funding,724,supervision
2015,Game,Shandong,Angel Round,1150,no business model
2015,Local Business,Henan,No Funding,724,pivot gone bad
2015,Education,Beijing,No Funding,755,no business model
2015,E-Commerce,Beijing,No Funding,1211,no business model
2015,Education,Jiangsu,No Funding,724,product mistimed
2015,Finance,Beijing,No Funding,997,no business model
2015,Enterprise Service,Shanghai,No Funding,1089,pivot gone bad
2015,Enterprise Service,Beijing,No Funding,724,pivot gone bad
2015,Social Media,Shanghai,No Funding,1088,no business model
2015,Finance,Beijing,No Funding,876,supervision
2015,E-Commerce,Beijing,No Funding,2549,no business model
2015,New Industry,Shanghai,No Funding,815,no business model
2015,Tool,Zhejiang,No Funding,1576,no business model
2015,Real Estate,Guangdong,No Funding,631,no business model
2015,New Industry,Shanghai,No Funding,1301,no business model
2015,Social Media,Beijing,No Funding,996,no business model
2015,Finance,Beijing,No Funding,814,no business model
2015,Social Media,Beijing,No Funding,3948,no business model
2015,Finance,Shanghai,Angel Round,1148,no business model
2015,Entertainment,Guangdong,No Funding,1392,pivot gone bad
2015,Health,Beijing,No Funding,814,no business model
2015,E-Commerce,Beijing,No Funding,930,product mistimed
2015,Local Business,Shanghai,Series D,3722,no business model
2015,E-Commerce,Beijing,Angel Round,1436,pricing/cost issue
2015,E-Commerce,Beijing,Angel Round,1129,pricing/cost issue
2015,Education,Taiwan,Series A,976,poor marketing
2015,E-Commerce,Beijing,Series A,1188,no market need
2015,Enterprise Service,Beijing,Acquired,1158,pivot gone bad
2015,E-Commerce,Zhejiang,No Funding,2588,no business model
2015,Local Business,Beijing,Series C,944,no market need
2015,Marketing,Sichuan,No Funding,722,no business model
2015,Real Estate,Zhejiang,Angel Round,1470,pricing/cost issue
2015,E-Commerce,Beijing,Series A,1100,get outcompeted
2015,Enterprise Service,Shanghai,Series A,1831,get outcompeted
2015,Health,Beijing,No Funding,121,no business model
2015,Social Media,Beijing,No Funding,1100,get outcompeted
2015,E-Commerce,Beijing,Series A,1430,no business model
2014,Enterprise Service,Shaanxi,No Funding,2221,pivot gone bad
2014,Game,Sichuan,Series A,2435,ran out of cash
2014,E-Commerce,Shanghai,Series B,2221,get outcompeted
2014,Transportation,Beijing,Series B,2496,get outcompeted
2014,Enterprise Service,Jiangsu,Angel Round,2404,pivot gone bad
2014,Finance,Beijing,No Funding,2556,pivot gone bad
2014,E-Commerce,Anhui,Series B,2556,no market need
2014,Transportation,Guangdong,No Funding,1917,no business model
2014,Game,Guangdong,No Funding,2404,get outcompeted
2014,Social Media,Beijing,No Funding,2465,pivot gone bad
2014,Entertainment,Beijing,No Funding,2465,pivot gone bad
2014,Hardware,Overseas,Series E,2556,poor marketing
2014,Marketing,Fujian,No Funding,1096,no business model
2014,Hardware,Shanghai,Series A,1071,pricing/cost issue
2014,Enterprise Service,Shanghai,No Funding,1160,no business model
2014,E-Commerce,Beijing,No Funding,1157,lose focus
2014,Game,Shanghai,No Funding,1249,no business model
2014,Enterprise Service,Beijing,Series A,1156,get outcompeted
2014,Marketing,Shandong,No Funding,1156,pivot gone bad
2014,E-Commerce,Shanghai,No Funding,2251,no business model
2014,E-Commerce,Zhejiang,No Funding,1214,no business model
2014,Marketing,Beijing,No Funding,1184,no business model
2014,Enterprise Service,Shanghai,No Funding,1153,no business model
2014,Finance,Beijing,No Funding,1395,no business model
2014,E-Commerce,Zhejiang,No Funding,3313,no business model
2014,Social Media,Beijing,No Funding,1213,no business model
2014,Enterprise Service,Beijing,No Funding,1122,no business model
2014,Hardware,Shanghai,No Funding,1302,poor product
2014,Travel,Beijing,No Funding,1029,no business model
2014,Entertainment,Guangdong,No Funding,998,get outcompeted
2014,Travel,Shanghai,Angel Round,1243,no market need
2014,Real Estate,Beijing,No Funding,1150,no business model
2014,Social Media,Shanghai,No Funding,2245,no business model
2014,Entertainment,Fujian,No Funding,1911,no business model
2014,Entertainment,Beijing,No Funding,844,no business model
2014,Transportation,Shanghai,No Funding,749,get outcompeted
2014,Social Media,Sichuan,Angel Round,1008,ignore customers
2014,Education,Shanghai,Angel Round,947,product mistimed
2014,Tool,Beijing,No Funding,1465,no business model
2014,Social Media,Beijing,Series A,977,no market need
2014,Education,Beijing,Series A,1281,no business model
2014,Local Business,Shanghai,Angel Round,947,failure to pivot
2014,Game,Beijing,Angel Round,1008,burn out
2014,Entertainment,Guangdong,Series A,2784,legal challenges
2014,Entertainment,Guangdong,No Funding,380,legal challenges
2014,Hardware,Guangdong,No Funding,623,legal challenges
2014,Enterprise Service,Shanghai,No Funding,1113,pivot gone bad
2014,Marketing,Jiangsu,Angel Round,1101,failure to pivot
2014,E-Commerce,Guangdong,Series B,1826,pivot gone bad
2013,E-Commerce,Beijing,Series B,2222,ran out of cash
2013,Social Media,Beijing,No Funding,2556,no market need
2013,Enterprise Service,Beijing,Angel Round,2436,failure to pivot
2013,Local Business,Shanghai,Series A,2525,no investor interest
2013,Enterprise Service,Beijing,No Funding,1127,no business model
2013,Game,Jiangsu,No Funding,2400,poor marketing
2013,Health,Beijing,No Funding,1061,no business model
2013,E-Commerce,Shanghai,No Funding,514,no business model
2013,Local Business,Fujian,No Funding,969,no market need
2013,Marketing,Shanghai,No Funding,1303,no business model
2013,Travel,Beijing,Series A,1244,no market need
2013,Tool,Beijing,No Funding,1029,no business model
2013,E-Commerce,Shanghai,No Funding,1059,no business model
2013,Game,Beijing,No Funding,1090,no business model
2013,Enterprise Service,Beijing,No Funding,846,pivot gone bad
2013,Tool,Shanghai,Public,4954,no business model
2013,Game,Beijing,No Funding,816,pivot gone bad
2013,Education,Beijing,No Funding,663,no business model
2013,Enterprise Service,Hubei,Angel Round,1495,no market need
2013,Travel,Jiangsu,Series A,1403,no investor interest
2013,Hardware,Zhejiang,Series A,1373,no investor interest
2013,Enterprise Service,Beijing,Series A,1434,get outcompeted
2012,Entertainment,Beijing,Series A,2556,no business model
2012,Local Business,Beijing,NEEQ,2466,pricing/cost issue
2012,Game,Beijing,No Funding,2405,no business model
2012,Social Media,Guangdong,No Funding,2375,pivot gone bad
2012,Social Media,Guangdong,No Funding,2375,pivot gone bad
2012,Entertainment,Beijing,Angel Round,2222,product mistimed
2012,Transportation,Shanghai,Angel Round,2283,no business model
2012,New Industry,Shanghai,Series C,2556,pivot gone bad
2012,Social Media,Zhejiang,No Funding,1010,product mistimed
2012,Entertainment,Zhejiang,No Funding,1152,pivot gone bad
2012,New Industry,Beijing,Series B,4409,ran out of cash
2012,Transportation,Guangdong,No Funding,267,no business model
2012,Enterprise Service,Guangdong,Angel Round,931,ignore customers
2012,Health,Beijing,Series A,977,no market need
2011,Entertainment,Beijing,Acquired,2312,get outcompeted
2011,Travel,Shanghai,Angel Round,2374,pivot gone bad
2011,Hardware,Guangdong,Series A,2404,no investor interest
2011,Health,Beijing,Series A,2374,lose focus
2011,Enterprise Service,Beijing,No Funding,756,no business model
2011,Real Estate,Beijing,No Funding,1424,get outcompeted
2011,Health,Guangdong,No Funding,1271,pivot gone bad
2011,Enterprise Service,Jiangsu,Strategic,784,no investor interest
2011,Entertainment,Fujian,No Funding,692,no business model
2011,Education,Shanghai,Series B,1312,ran out of cash
2010,Entertainment,Beijing,Series B,2251,not the right team
2010,Game,Overseas,Strategic,2343,no market need
2010,Education,Zhejiang,Acquired,1221,pivot gone bad
2010,Game,Shanghai,Series B,907,no market need
2010,Entertainment,Beijing,No Funding,1302,no business model
2010,Social Media,Shanghai,No Funding,1270,pivot gone bad